,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
258,CNN,Fri Mar 30 06:49:13 +0000 2018,"Family's SUV goes over a cliff, leaving authorities seeking 3 children and clues to what happened… https://t.co/bBxOVEdCgf",0.0,0.0,1.0,0.0,59
259,CNN,Fri Mar 30 06:33:08 +0000 2018,"A Chinese space lab could plummet back to earth as early as Saturday, authorities say, in a fiery end to one of the… https://t.co/H4L5vPk1E8",-0.34,0.0,0.897,0.103,60
260,CNN,Fri Mar 30 06:28:32 +0000 2018,You've heard of SpaceX landing and reusing rockets. But safely recapturing the $6 million nose cone that sits at th… https://t.co/CHfIj7PRRb,0.4939,0.138,0.862,0.0,61
261,CNN,Fri Mar 30 06:16:04 +0000 2018,"Japan revealed it was seeking a summit with North Korean leader Kim Jong Un, as some in Tokyo expressed concern the… https://t.co/oSIVX046l3",0.0,0.0,1.0,0.0,62
262,CNN,Fri Mar 30 06:09:05 +0000 2018,"One of India's most famous landmarks, the Taj Mahal, is planning to place a three-hour cap on visits to avoid overc… https://t.co/xXG9UwEd6z",-0.296,0.0,0.901,0.099,63
263,CNN,Fri Mar 30 06:01:04 +0000 2018,So-called stumbling stones -- memorials to victims of the Holocaust -- bring history to life for a new generation o… https://t.co/uu4ntF0PU8,-0.3182,0.0,0.892,0.108,64
264,CNN,Fri Mar 30 05:51:02 +0000 2018,"Russia will expel 60 US diplomats and close the US Consulate in St. Petersburg, Foreign Minister Sergey Lavrov has… https://t.co/IkuwlwA51b",-0.4404,0.0,0.868,0.132,65
265,CNN,Fri Mar 30 05:46:03 +0000 2018,"If we want to stop Putin, we need to go after his sources of money | By Josh Campbell and Robert Baer via… https://t.co/21HuzQ8QBM",-0.2263,0.053,0.857,0.09,66
266,CNN,Fri Mar 30 05:31:06 +0000 2018,A legal defense fund site has been set up for former FBI deputy director Andrew McCabe https://t.co/CcT2hvpHTE https://t.co/SJrGuIGQWc,0.25,0.167,0.833,0.0,67
267,CNN,Fri Mar 30 05:31:06 +0000 2018,A legal defense fund site has been set up for former FBI deputy director Andrew McCabe https://t.co/79lGlgOORC https://t.co/oXrh0lCSST,0.25,0.167,0.833,0.0,68
268,CNN,Fri Mar 30 05:16:05 +0000 2018,This hockey player breastfeeds her baby during game breaks -- like a total mom boss https://t.co/oGfHwRTLOu https://t.co/UxOseVENRk,0.3612,0.143,0.857,0.0,69
269,CNN,Fri Mar 30 05:01:04 +0000 2018,A company donated $29 million in cryptocurrency to cover every single teacher request on a crowdfunding site https://t.co/hzJ2d9Vpya,0.0,0.0,1.0,0.0,70
270,CNN,Fri Mar 30 04:46:19 +0000 2018,"""I heard you're actually the devil incarnate and I wanted to meet you,"" Defense Secretary James Mattis joked during… https://t.co/CgIyVne1y4",-0.3818,0.157,0.661,0.182,71
271,CNN,Fri Mar 30 04:31:02 +0000 2018,"Two commercial pilots flying over the Arizona desert claim they saw an unidentified flying object pass overhead, ac… https://t.co/OyWw74DsEP",0.0,0.0,1.0,0.0,72
272,CNN,Fri Mar 30 04:16:04 +0000 2018,"More than 200 retired US diplomats are sounding the alarm about diplomacy under Trump, urging lawmakers to ensure t… https://t.co/2u1BabDKLi",0.0516,0.113,0.783,0.104,73
273,CNN,Fri Mar 30 04:01:46 +0000 2018,"This curious cheetah hopped into a car on a safari trip. Thankfully, everyone remained calm, and no one was hurt… https://t.co/oK2WrcRLFs",0.6369,0.301,0.61,0.089,74
274,CNN,Fri Mar 30 04:00:00 +0000 2018,"Would you ride in this ""Roseanne"" car? A New York City subway train car has been transformed to resemble Roseanne's… https://t.co/uSm5W59cfP",0.0,0.0,1.0,0.0,75
275,CNN,Fri Mar 30 03:46:02 +0000 2018,"The EPA circulated new talking points that downplay the role of human activity in climate change, instructing staff… https://t.co/QEjx1eqKb2",0.0,0.0,1.0,0.0,76
276,CNN,Fri Mar 30 03:31:04 +0000 2018,Spotify is about to go public — and one analyst thinks it could be worth $43.5 billion https://t.co/YFGqBucxsX https://t.co/oxHsXGdhVh,0.2263,0.101,0.899,0.0,77
277,CNN,Fri Mar 30 03:24:51 +0000 2018,A London orchestra's brass section was so loud a violist says it ruined his hearing. A judge agreed.… https://t.co/6yNRrWsEdM,-0.4767,0.0,0.829,0.171,78
278,CNN,Fri Mar 30 03:16:07 +0000 2018,The Trump administration plans to require nearly all visa applicants to the US to submit five years of social media… https://t.co/utAwtGucsr,0.0,0.0,1.0,0.0,79
279,CNN,Fri Mar 30 03:16:02 +0000 2018,"Days after five members of the same family were killed when their SUV went over a cliff, investigators are still lo… https://t.co/TxwiLmAomF",-0.6705,0.0,0.816,0.184,80
280,CNN,Fri Mar 30 03:01:07 +0000 2018,Human rights lawyer Amal Clooney has agreed to represent two Reuters journalists who have been jailed in Myanmar an… https://t.co/8Bo1vTvhYY,-0.2732,0.09,0.773,0.137,81
281,CNN,Fri Mar 30 02:56:03 +0000 2018,"Draylen Mason had just been admitted to a prestigious music school, but the 17-year-old died in the Austin bombings… https://t.co/kPiOxoRerr",-0.6908,0.052,0.736,0.212,82
282,CNN,Fri Mar 30 02:51:02 +0000 2018,"Sears CEO Eddie Lampert got a  24% raise last year, despite the company's financial troubles https://t.co/NTag87tUEB",-0.4588,0.0,0.824,0.176,83
283,CNN,Fri Mar 30 02:44:45 +0000 2018,"Howard University students protested following news that six university employees were fired for ""double-dipping"" f… https://t.co/j5wSHApjHt",-0.6249,0.0,0.733,0.267,84
284,CNN,Fri Mar 30 02:41:05 +0000 2018,ExxonMobil won't be able to stop state investigations into whether it misled investors and the public about its kno… https://t.co/30xneAmd3x,-0.296,0.0,0.896,0.104,85
285,CNN,Fri Mar 30 02:37:06 +0000 2018,"This Easter, don't let politics define forgiveness | By Bob Vander Plaats via @CNNOpinion https://t.co/tDbOCBMjEC https://t.co/fjGkv5PQTY",0.2732,0.13,0.87,0.0,86
286,CNN,Fri Mar 30 02:31:05 +0000 2018,"Johan van Hulst, a former Dutch senator and teacher who saved hundreds of Jewish children during the Holocaust, die… https://t.co/HPHHxgPK7p",0.4215,0.135,0.865,0.0,87
287,CNN,Fri Mar 30 02:22:07 +0000 2018,Russia's RT television network will go dark in Washington DC https://t.co/TA4SmzpqoC https://t.co/yFyj9jXPd0,0.0,0.0,1.0,0.0,88
288,CNN,Fri Mar 30 02:17:30 +0000 2018,"Judge Stephen Reinhardt, a liberal federal appeals court judge who was part of a panel that rejected California's P… https://t.co/OiL15dux5h",-0.5106,0.0,0.837,0.163,89
289,CNN,Fri Mar 30 02:16:03 +0000 2018,"Sarah Jessica Parker has endorsed her ""Sex and the City"" costar Cynthia Nixon for New York governor… https://t.co/kOxwnvg8EP",0.25,0.105,0.895,0.0,90
290,CNN,Fri Mar 30 02:15:16 +0000 2018,"A court once again orders a new trial for Adnan Syed, the subject of a ""Serial"" podcast https://t.co/f9awk8fpoI https://t.co/nGhyWFsoi3",0.0,0.0,1.0,0.0,91
291,CNN,Fri Mar 30 02:10:48 +0000 2018,"RT @AC360: Fired VA secretary says his replacement is a ""person who is honorable and cares about our veterans"" and pledges to help him thro…",0.6808,0.28,0.61,0.11,92
292,CNN,Fri Mar 30 02:01:43 +0000 2018,"The ""Sharknado"" movies will end after a sixth installment this summer https://t.co/LFghVNqMG3 https://t.co/xitTwRA2yp",0.0,0.0,1.0,0.0,93
293,CNN,Fri Mar 30 01:59:48 +0000 2018,India is building a city from scratch to attract foreign investors https://t.co/0w7l1CpKA7 https://t.co/lrjXCDlua1,0.3612,0.185,0.815,0.0,94
294,CNN,Fri Mar 30 01:37:39 +0000 2018,"China's rap scene has been frustrated by a crackdown.

Last year, the genre was having something of a heyday, but t… https://t.co/Kl8qQWAtXj",-0.296,0.0,0.896,0.104,95
295,CNN,Fri Mar 30 01:29:23 +0000 2018,"There are visible, external signs that can indicate if something is wrong with your heart -- check your fingers, ea… https://t.co/wCXF1zrUlX",-0.4767,0.0,0.866,0.134,96
296,CNN,Fri Mar 30 01:23:27 +0000 2018,The Trump administration will no longer seek to automatically release pregnant immigrants from detention -- a move… https://t.co/QjtCGmRRBM,-0.5719,0.0,0.761,0.239,97
297,CNN,Fri Mar 30 01:20:18 +0000 2018,"One fought her abuser every night, another stood up to her groping boss. Meet the women driven by the #MeToo moveme… https://t.co/FD5flQof8n",-0.7096,0.0,0.772,0.228,98
298,CNN,Fri Mar 30 01:12:02 +0000 2018,Abortion funds band together to sue their cyberattackers https://t.co/bkEMLRCLjB https://t.co/mPvroEKFqZ,0.0,0.0,1.0,0.0,99
299,CNN,Fri Mar 30 01:07:13 +0000 2018,Fox News host Laura Ingraham apologized for a widely derided tweet in which she mocked Parkland survivor David Hogg… https://t.co/mZ3grjS0wW,0.1779,0.201,0.628,0.172,100
300,Fox,Fri Mar 30 05:44:06 +0000 2018,@glenngillen I can tell a lot from about / careers pages and how a business conducts themselves. :),0.4588,0.188,0.812,0.0,1
301,Fox,Fri Mar 30 02:33:57 +0000 2018,RT @jessamyn: NYTimes releases Diversity and Inclusion Report. With graphs that have differing Y axes that subtly give the wrong impression…,-0.4767,0.0,0.86,0.14,2
302,Fox,Thu Mar 29 22:58:07 +0000 2018,"@mjmichellekim also, thanks to you I’ve just discovered you can pitch pieces to Quartz 🙇🏻‍♀️",0.4404,0.172,0.828,0.0,3
303,Fox,Thu Mar 29 22:53:52 +0000 2018,"“To achieve lasting change, you have to focus on something bigger than what you can measure in the short-term.” 

Y… https://t.co/4b5womubML",0.0,0.0,1.0,0.0,4
304,Fox,Thu Mar 29 22:48:43 +0000 2018,"I’m one of those people who create a spreadsheet for all the organisations I’m interviewing with, gather their dive… https://t.co/2RsVggo5yI",0.2732,0.104,0.896,0.0,5
305,Fox,Thu Mar 29 08:14:48 +0000 2018,@noopkat I subscribe to this newsletter,0.0,0.0,1.0,0.0,6
306,Fox,Thu Mar 29 05:36:01 +0000 2018,"@kissane Sorry for being unclear! I think citation is great, I often found resources I haven’t seen before, plus al… https://t.co/jcD3ZGYM7m",0.4753,0.194,0.661,0.145,7
307,Fox,Thu Mar 29 05:14:15 +0000 2018,"@kissane So the approach of just hot linking to a website out there without considering how people could report, wh… https://t.co/MrFZRDGLY6",0.0,0.0,1.0,0.0,8
308,Fox,Thu Mar 29 05:01:57 +0000 2018,Just to clarify: linking to https://t.co/a6Ht7BpUMZ or other examples out there doesn’t constitute an inclusion or… https://t.co/tktVbndmgi,0.0,0.0,1.0,0.0,9
309,Fox,Thu Mar 29 05:00:16 +0000 2018,"@kissane Yeah, that is good! I meant the events that link directly to public Code of Conducts that have no contact details, etc.",0.4926,0.203,0.715,0.083,10
310,Fox,Thu Mar 29 04:47:52 +0000 2018,"If a Code of Conduct of an event links to one of the community-hosted, external CoCs, what it tells me is that the… https://t.co/K27uhTjXbg",0.0,0.0,1.0,0.0,11
311,Fox,Thu Mar 29 03:15:10 +0000 2018,"AirBnB giving out user data to the Chinese government, Facebook discriminating through ads and leaking user informa… https://t.co/lAHF6sJuKG",0.34,0.124,0.876,0.0,12
312,Fox,Thu Mar 29 03:12:44 +0000 2018,"RT @sw: This is so exciting, @triketora lands in the Southern Hemisphere! 🎉🐧🐳 https://t.co/I5czjV84uE",0.6606,0.253,0.747,0.0,13
313,Fox,Wed Mar 28 21:24:26 +0000 2018,"Thank you for the shout-out to inclusion at CSSConf AU @kylietimpani 🙇🏻‍♀️

Make sure you read the entire interview… https://t.co/S21RBI6s2y",0.5859,0.211,0.789,0.0,14
314,Fox,Wed Mar 28 09:34:35 +0000 2018,"RT @Future_Females: Happy #MuslimWomensMonth ! Today we're watching one of our favourite advocates for tolerance and diversity, @yassmin_a…",0.7345,0.292,0.708,0.0,15
315,Fox,Wed Mar 28 06:25:50 +0000 2018,I love how sometimes people advise underrepresented groups to take on opportunities that require significant salary… https://t.co/eYww0rgKAE,0.8225,0.398,0.602,0.0,16
316,Fox,Wed Mar 28 06:02:55 +0000 2018,RT @catehstn: Discovering the five causes of burnout that are not overwork informed this approach. It’s such a useful way to understand bur…,0.4404,0.121,0.879,0.0,17
317,Fox,Wed Mar 28 05:37:09 +0000 2018,"A Tim Tam a day keeps the doctor away.

—ancient Australian proverb",0.0,0.0,1.0,0.0,18
318,Fox,Wed Mar 28 01:59:26 +0000 2018,"I’ve been watching Big Little Lies lately, and the portrayal of the complexity of abusive relationships is both exc… https://t.co/qMNxveax5O",-0.7722,0.0,0.729,0.271,19
319,Fox,Wed Mar 28 01:44:18 +0000 2018,@RedRoxProjects Thank you! 💐,0.4199,0.583,0.417,0.0,20
320,Fox,Wed Mar 28 01:15:30 +0000 2018,@OphelieLechat 💓,0.0,0.0,1.0,0.0,21
321,Fox,Wed Mar 28 00:36:44 +0000 2018,"This, a thousand times for job interviews or ”I just want to catch up and talk about things”. https://t.co/5AA2d4vkwd",0.0772,0.071,0.929,0.0,22
322,Fox,Wed Mar 28 00:17:46 +0000 2018,@SaskiaFairfull North Melbourne Meat Market.,0.0,0.0,1.0,0.0,23
323,Fox,Tue Mar 27 23:50:53 +0000 2018,@SaskiaFairfull Thank you!,0.4199,0.583,0.417,0.0,24
324,Fox,Tue Mar 27 23:41:20 +0000 2018,"This incredible venue plus my art direction skills. I’m pretty proud of myself.

💖 https://t.co/st8XZOoc4y",0.743,0.344,0.656,0.0,25
325,Fox,Tue Mar 27 21:59:30 +0000 2018,"Have you ever seen a conference releasing a diversity report, even if it’s only in the spectrum of gender?

I haven… https://t.co/e819on1BUh",0.0,0.0,1.0,0.0,26
326,Fox,Tue Mar 27 09:00:45 +0000 2018,@darngooood I’m perpetually inspired by your clothing style. ✨😭😍,0.4939,0.286,0.714,0.0,27
327,Fox,Tue Mar 27 02:09:57 +0000 2018,"@mspowahs ugh damn Facebook, the root of evil",-0.872,0.0,0.336,0.664,28
328,Fox,Tue Mar 27 01:25:24 +0000 2018,"Company: Diversity and inclusion are really important to us!

Company has:

→ Zero women
→ Women only in support, m… https://t.co/MZmNK67D6a",0.623,0.23,0.77,0.0,29
329,Fox,Tue Mar 27 00:54:50 +0000 2018,"RT @zeynep: Show me your budget and business model, and I’ll know your actual priorities. The rest is mostly PR. https://t.co/hy3XyoW3Lt",0.0,0.0,1.0,0.0,30
330,Fox,Mon Mar 26 23:23:04 +0000 2018,@jennwrites the voices are coming from inside the house,0.0,0.0,1.0,0.0,31
331,Fox,Mon Mar 26 23:22:32 +0000 2018,@lara_hogan Congratulations! You both look fantastic. 💝,0.8313,0.661,0.339,0.0,32
332,Fox,Mon Mar 26 22:37:19 +0000 2018,"RT @menajew: There’s a common misconception that you can’t be Disabled and happy. That you can’t express joy, and if you do, you must not b…",0.8176,0.246,0.754,0.0,33
333,Fox,Mon Mar 26 22:25:49 +0000 2018,"Meanwhile in Poland, where the government is still trying to push an abortion ban and curb women’s rights. https://t.co/zTmJo9P2gy",-0.5574,0.0,0.833,0.167,34
334,Fox,Mon Mar 26 07:00:10 +0000 2018,"A casual reminder that you don’t need to be an entrepreneur, founder, C-level exec or a manager for your work to ma… https://t.co/jcxAagr1cL",0.2023,0.083,0.917,0.0,35
335,Fox,Mon Mar 26 06:58:15 +0000 2018,"@kouky @benschwarz It’s for me, obviously",0.0,0.0,1.0,0.0,36
336,Fox,Mon Mar 26 03:56:41 +0000 2018,"Seriously, @wnotw? Alcohol is the top perk you can think of? https://t.co/itaV4XwmOZ",0.1179,0.156,0.722,0.123,37
337,Fox,Mon Mar 26 03:44:31 +0000 2018,RT @sarahcuda: this is well put. https://t.co/5sDOcqX29b,0.2732,0.259,0.741,0.0,38
338,Fox,Mon Mar 26 02:47:03 +0000 2018,I need this pin immediately. https://t.co/EHTEFefzop,0.0,0.0,1.0,0.0,39
339,Fox,Mon Mar 26 02:42:53 +0000 2018,@dgoodlad might be of your interest https://t.co/pS2X5ExrLs,0.4588,0.333,0.667,0.0,40
340,Fox,Mon Mar 26 00:26:16 +0000 2018,"Less mentoring, more empowerment.",0.0,0.0,1.0,0.0,41
341,Fox,Mon Mar 26 00:07:12 +0000 2018,"My life in a nutshell (plus a few great strategies on not talking about “being a woman in tech”).

👏🏻 @vaurorapub!

https://t.co/aTlTP0F8jI",0.6588,0.196,0.804,0.0,42
342,Fox,Mon Mar 26 00:05:56 +0000 2018,"Do yourself a favour and read this fantastic piece by @sw and @vaurorapub on getting free from toxic tech culture.

https://t.co/CzPs8FaBcL",0.8873,0.381,0.619,0.0,43
343,Fox,Sun Mar 25 23:28:32 +0000 2018,"After running a 4-day conference and I’m now back on calling out exclusion and toxic tech culture.

💁🏻‍♀️ 👋🏻",-0.296,0.0,0.885,0.115,44
344,Fox,Sun Mar 25 20:48:09 +0000 2018,"@benschwarz @adactio Also coffee at Karma, sweets at Massolit Bakery, wine at Charlotte, beer at Multi Qlti :)",0.7351,0.279,0.721,0.0,45
345,Fox,Sun Mar 25 01:36:33 +0000 2018,RT @bubsolow: starting the job hunt ☞ would appreciate any junior developer roles / feedback on my resume https://t.co/PiSPoASsEf,0.4019,0.144,0.856,0.0,46
346,Fox,Sat Mar 24 20:59:43 +0000 2018,"@jennschiffer @laras126 @gr2m @jimthoburn @rouzbeh84 Yep, I just wanted to clarify why I was asking :)",0.6369,0.302,0.698,0.0,47
347,Fox,Sat Mar 24 20:44:20 +0000 2018,"@jennschiffer @laras126 @gr2m @jimthoburn @rouzbeh84 I understand that, however I’d like to point out that there ar… https://t.co/Bn3xxN1M2S",0.3612,0.135,0.865,0.0,48
348,Fox,Sat Mar 24 10:01:49 +0000 2018,My event organizing performance review lies in community impressions. 🙏🏻 https://t.co/4mzFEwwzKR,-0.2263,0.139,0.657,0.204,49
349,Fox,Sat Mar 24 09:37:21 +0000 2018,@laras126 @gr2m @jimthoburn @rouzbeh84 @jennschiffer Hmmmm... did that go through the rules for running a CSSConf? https://t.co/KaFgIwo4Rd,0.0,0.0,1.0,0.0,50
350,Fox,Sat Mar 24 01:41:30 +0000 2018,"I wish all of the brands capitalizing on the feminist movement at least had some baseline of inclusion.

Make it in… https://t.co/yK3F8MMBP0",0.4019,0.119,0.881,0.0,51
351,Fox,Fri Mar 23 23:03:43 +0000 2018,"Looking to read some new, good product and design books. Any recommendations for publications within the last 3 years? 🙏",0.4404,0.146,0.854,0.0,52
352,Fox,Fri Mar 23 23:03:00 +0000 2018,"@tsunamino omg, so excellent!",0.7213,0.627,0.373,0.0,53
353,Fox,Fri Mar 23 22:54:03 +0000 2018,@sch Sure! Thank you for being open to chatting. Emailed. :),0.7959,0.503,0.497,0.0,54
354,Fox,Fri Mar 23 22:32:15 +0000 2018,"@sch I’m in Melbourne, which has 5 hours overlap with SF :)",0.4588,0.231,0.769,0.0,55
355,Fox,Fri Mar 23 22:17:43 +0000 2018,@sch hey! I’m assuming this isn’t a remote job?,0.0,0.0,1.0,0.0,56
356,Fox,Fri Mar 23 22:09:16 +0000 2018,"@jasonfried I always really enjoyed 37signals’ books, but I can’t unsee the ableism in the title...",0.3174,0.15,0.85,0.0,57
357,Fox,Fri Mar 23 22:08:00 +0000 2018,I’d love to have more time to build up my professional portfolio but it’s hard to focus when there’s no job securit… https://t.co/QOnLi6v91M,-0.2023,0.096,0.741,0.163,58
358,Fox,Fri Mar 23 22:05:46 +0000 2018,"As much as I love connecting with fellow women at tech events, it always breaks my heart so much that half of the c… https://t.co/DlZtj3F2AQ",0.6369,0.154,0.846,0.0,59
359,Fox,Fri Mar 23 22:04:12 +0000 2018,"@mapotato I’m so sorry about this, Theresa. We will try to find out the name of the offender. There will be consequences.",-0.5009,0.0,0.825,0.175,60
360,Fox,Fri Mar 23 22:02:44 +0000 2018,Inclusion sections on careers pages mean nothing if you can’t reply to all candidates no matter the outcome and giv… https://t.co/JrBPxHYF7m,-0.2732,0.049,0.852,0.099,61
361,Fox,Fri Mar 23 10:19:46 +0000 2018,@almonk @jgwhite @itchymutt Interesting. I’d be keen to chat in that case :),0.802,0.451,0.549,0.0,62
362,Fox,Fri Mar 23 10:08:18 +0000 2018,RT @duyenho: Hats off to @Fox for being the real deal 💪 Thank you Karolina and @benschwarz for the last ever #jsconfau18 https://t.co/8oRoy…,0.3612,0.106,0.894,0.0,63
363,Fox,Fri Mar 23 10:08:07 +0000 2018,RT @not_sherry_wine: Shoutout to @fox and @benschwarz for the fantastic #JSConfAU18. The opportunity program is one of the best gift I’ve b…,0.926,0.429,0.571,0.0,64
364,Fox,Fri Mar 23 08:32:21 +0000 2018,"RT @the_patima: 📢✨ I have something to tell you all...

I'm going to Berlin in June to speak at @jsconfeu!!!! 💖

🌟 It's my 1st ever trip to…",0.0,0.0,1.0,0.0,65
365,Fox,Fri Mar 23 08:30:43 +0000 2018,@itchymutt @heroku SF-based?,0.0,0.0,1.0,0.0,66
366,Fox,Fri Mar 23 03:38:24 +0000 2018,RT @susanthesquark: I've said it a million times and I'll keep shouting it from the rooftops: a company's diversity and inclusion efforts m…,0.0,0.0,1.0,0.0,67
367,Fox,Thu Mar 22 23:43:23 +0000 2018,"Apparently someone said that they’re only afraid of meeting two people; @dhh and myself.

I will take this as a compliment.",0.4767,0.147,0.853,0.0,68
368,Fox,Thu Mar 22 20:41:52 +0000 2018,"That’s a wrap, everyone. CSSConf and JSConf Australia are now a thing of a past.

Hope we left you inspired and with new friends.

🙌",0.8481,0.338,0.662,0.0,69
369,Fox,Thu Mar 22 20:29:50 +0000 2018,"@robodana Thank you for your kind words, Dana! I’m glad you’ve enjoyed it",0.9098,0.581,0.419,0.0,70
370,Fox,Thu Mar 22 20:29:29 +0000 2018,"@kriesse @benschwarz Texting from bed, yes 🌸",0.4019,0.351,0.649,0.0,71
371,Fox,Thu Mar 22 01:21:07 +0000 2018,"@sentience Ah, interesting! Great photos 👏🏻",0.7959,0.639,0.361,0.0,72
372,Fox,Thu Mar 22 01:09:38 +0000 2018,@sentience what camera and lenses are you using? Fuji or Leica? The quality is quite great.,0.6959,0.241,0.759,0.0,73
373,Fox,Wed Mar 21 23:17:34 +0000 2018,"RT @JSConfAU: Did you enjoy the live stream today? Great, because we’re doing it again today.

Tune in for awesome tech talks. 🙏❤️ #jsconfa…",0.9081,0.352,0.648,0.0,74
374,Fox,Wed Mar 21 22:35:50 +0000 2018,"I have so many subtweets about people misbehaving in subtle ways at conferences I could probably write a book by now. 

Last day to go!",-0.4574,0.0,0.875,0.125,75
375,Fox,Wed Mar 21 01:30:04 +0000 2018,"RT @fox: 🚨👋🏻 Hi everyone! I’m searching for new opportunities. 

I’m looking for multidisciplinary product, front-end and leadership roles.…",0.4389,0.138,0.862,0.0,76
376,Fox,Tue Mar 20 23:43:13 +0000 2018,@RedRoxProjects Thank you! 🌺,0.4199,0.583,0.417,0.0,77
377,Fox,Tue Mar 20 23:21:08 +0000 2018,@agisilaosts thank you! 🌺,0.4199,0.583,0.417,0.0,78
378,Fox,Tue Mar 20 22:30:20 +0000 2018,"We’re live streaming @jsconfau talks all day today and tomorrow. Starting in 30 minutes!

https://t.co/ttIzoV4Cjz",0.0,0.0,1.0,0.0,79
379,Fox,Tue Mar 20 19:54:47 +0000 2018,RT @frameshiftllc: New angle for change in VC: founders refusing to take funding from all-male all-white firms https://t.co/AMi8UJbTGO,-0.4019,0.0,0.863,0.137,80
380,Fox,Tue Mar 20 19:54:21 +0000 2018,@sentience @benschwarz @glenmaddern @xzyfer @jordanlewiz I like how everyone is wearing black or tan pants.,0.3612,0.161,0.839,0.0,81
381,Fox,Tue Mar 20 18:46:00 +0000 2018,"@kriesse @benschwarz ❤️❤️❤️

I’ll have a celebration of lying face down in a few days.",-0.5267,0.0,0.779,0.221,82
382,Fox,Tue Mar 20 05:15:04 +0000 2018,@butwhoiskat thank you!,0.4199,0.583,0.417,0.0,83
383,Fox,Mon Mar 19 23:38:23 +0000 2018,"Here it goes. Last 8 months of constant work will happen within the next 3 days.

https://t.co/c48sQqdnXv",0.0,0.0,1.0,0.0,84
384,Fox,Mon Mar 19 22:55:26 +0000 2018,"RT @cssconfau: Guess what?

Even if you aren’t here, you can watch all the talks LIVE! 😱

Tune into the live stream here. #cssconfau18 

ht…",0.0,0.0,1.0,0.0,85
385,Fox,Mon Mar 19 10:25:22 +0000 2018,"@amyngyn hahaha. I actually never been, but I’ve heard the bar is great. :)",0.9178,0.544,0.456,0.0,86
386,Fox,Mon Mar 19 06:54:56 +0000 2018,@amyngyn Loui Bar?,0.0,0.0,1.0,0.0,87
387,Fox,Mon Mar 19 00:57:53 +0000 2018,RT @LJKenward: Hey friends! 👋 Who's hiring Junior Devs at the moment? I have some awesome people from the @juniordev_io Community currently…,0.8172,0.294,0.706,0.0,88
388,Fox,Mon Mar 19 00:08:00 +0000 2018,Don’t forget about the Community Social today! EVERYONE IS WELCOME (even if you don’t hold a CSSConf or JSConf tick… https://t.co/6c79TcKFCi,0.481,0.168,0.752,0.079,89
389,Fox,Sun Mar 18 23:11:31 +0000 2018,Toxic tech industry creates a fake vision of what each of us (especially minorities) have to be and achieve to be ”… https://t.co/yfXZ5nxCJ7,0.0,0.156,0.725,0.118,90
390,Fox,Sun Mar 18 21:53:04 +0000 2018,"@amyngyn I never introduce myself. The focus is on content, not myself. Also I don’t feel like I need to justify my cred. :)",0.6705,0.224,0.776,0.0,91
391,Fox,Sun Mar 18 03:17:02 +0000 2018,Today I got kissed by a dingo. 💁🏻‍♀️ https://t.co/FDQsVw2anl,0.3818,0.302,0.698,0.0,92
392,Fox,Sat Mar 17 21:10:23 +0000 2018,"@Sareh88 Thank you, Sareh! That’s very kind. ❤️",0.7569,0.519,0.481,0.0,93
393,Fox,Sat Mar 17 08:20:32 +0000 2018,@meelijane https://t.co/Y5wM3nCdsH in Northcote. I’ve tested many and this one is orders of magnitude better than everywhere else. :),0.7096,0.258,0.742,0.0,94
394,Fox,Sat Mar 17 07:02:55 +0000 2018,One of many reasons why I love my yoga studio so much is how meditative the practice is and how all the instructors… https://t.co/VXfSqdo6bk,0.765,0.239,0.761,0.0,95
395,Fox,Sat Mar 17 06:59:15 +0000 2018,"@IvanaMcConnell I can only help ruin your bank account further, sorry. 😂",-0.34,0.182,0.473,0.345,96
396,Fox,Sat Mar 17 06:58:49 +0000 2018,"RT @slamup: people love to say

     no child is born 
     with hate in their heart

which is all very
romantic

but from the moment
a bla…",0.1646,0.156,0.711,0.134,97
397,Fox,Sat Mar 17 04:44:27 +0000 2018,"@evanderkoogh Nope, we are at full capacity of the venue. :)",0.4588,0.231,0.769,0.0,98
398,Fox,Sat Mar 17 04:43:03 +0000 2018,"RT @cssconfau: Come and celebrate with us at pre CSSConf and JSConf AU community social!

📅 Monday, March 19, 6pm onwards
📍Stomping Ground…",0.6114,0.16,0.84,0.0,99
399,Fox,Sat Mar 17 03:16:57 +0000 2018,"@noahmp Heh, dang :) worth asking nonetheless.",0.5106,0.467,0.381,0.152,100
400,nytimes,Fri Mar 30 17:08:04 +0000 2018,"RT @nytimesarts: Kate Mara on her new movie “Chappaquiddick”: “Like a lot of people, I’m fascinated with the Kennedys and their history and…",0.4767,0.129,0.871,0.0,1
401,nytimes,Fri Mar 30 16:58:02 +0000 2018,"RT @NYTStyles: The Wing is under investigation for discrimination, but honestly ... that's only gotten it more press. https://t.co/uHGB7sVY…",0.6124,0.182,0.818,0.0,2
402,nytimes,Fri Mar 30 16:48:03 +0000 2018,"In college basketball, Catholic schools have long punched well above their weight. The reasons stretch back a centu… https://t.co/wJkwuvDZRS",0.2732,0.11,0.89,0.0,3
403,nytimes,Fri Mar 30 16:38:07 +0000 2018,"RT @dgelles: Cash may be king, but it's no longer essential. 

I've gone cashless. My essay here: 
https://t.co/laHrQD9j1F",-0.4215,0.0,0.859,0.141,4
404,nytimes,Fri Mar 30 16:28:05 +0000 2018,The midterm elections will determine the political script for the rest of President Trump’s first term. And Pennsyl… https://t.co/ZpZGFxjunA,0.0,0.0,1.0,0.0,5
